Complaint Id,Randomized Officer Id,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
201605977,18542,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201605977,23903,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201605983,34996,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201605988,16503,Substantiated (Command Lvl Instructions),,10/28/2017,No,,,,,,Formalized Training
201605988,45699,Substantiated (Command Lvl Instructions),,10/28/2017,No,,,,,,Formalized Training
201606043,11464,Substantiated (Formalized Training),,07/28/2017,No,,,,,,No penalty
201606105,19924,Substantiated (Command Discipline B),,01/28/2018,No,,,,,,No penalty
201606171,35316,Substantiated (Command Lvl Instructions),,01/28/2018,No,,,,,,No penalty
201606197,24632,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,No penalty
201606271,72635,Substantiated (Command Lvl Instructions),,10/28/2017,No,,,,,,Instructions
201606290,72161,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201606313,591,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,Formalized Training
201606384,50792,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,No penalty
201606384,54501,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,Command Discipline - A
201606401,38804,Substantiated (Command Lvl Instructions),,01/28/2018,No,,,,,,Formalized Training
201606428,60656,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,No penalty
201606441,3945,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,Command Discipline - A
201606477,25895,Substantiated (Formalized Training),,01/28/2018,No,,,,,,Formalized Training
201606548,72042,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,Formalized Training
201606580,47257,Substantiated (Command Lvl Instructions),,10/28/2017,No,,,,,,Instructions
201606619,22777,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,Command Discipline - A
201606627,39060,Substantiated (Command Discipline B),,01/28/2018,No,,,,,,No penalty
201606686,37001,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
201606686,52042,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
201606686,86249,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
201606695,52166,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,Command Discipline - A
201606719,48909,Substantiated (Command Lvl Instructions),,11/28/2017,No,,,,,,Instructions
201606723,51463,Substantiated (Formalized Training),,11/28/2017,No,,,,,,Formalized Training
201606760,78406,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,No penalty
201606760,78719,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,No penalty
201606760,86279,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,No penalty
201606783,45256,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Formalized Training
201606819,48417,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201606860,78119,Substantiated (Command Lvl Instructions),,08/28/2017,No,,,,,,Instructions
201606965,10033,Substantiated (Formalized Training),,01/28/2018,No,,,,,,Formalized Training
201606965,39027,Substantiated (Formalized Training),,01/28/2018,No,,,,,,Formalized Training
201606965,50793,Substantiated (Formalized Training),,01/28/2018,No,,,,,,Formalized Training
201606975,15177,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Command Level Instructions
201606975,86446,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Command Level Instructions
201606975,86539,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Command Level Instructions
201606983,21723,Substantiated (Command Discipline A),,09/28/2019,No,,,,,,Vacation: 1 day
201607043,10310,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201607047,74108,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201607047,86904,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201607047,87069,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201607151,60662,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201607162,85026,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607174,36020,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,01/11/2019,
201607176,78406,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Command Discipline - A
201607176,86279,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Command Discipline - A
201607201,52050,Substantiated (Formalized Training),,02/28/2018,No,,,,,,Formalized Training
201607222,6536,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607222,6658,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607222,6661,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607222,87368,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607268,60807,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Command Discipline - A
201607274,27768,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Instructions
201607275,51463,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,Forfeit vacation 15 days,,Closed: Guilty after trial,03/27/2018,Forfeit vacation 15 days
201607362,69589,Substantiated (Command Lvl Instructions),,02/28/2018,No,,,,,,Command Discipline - A
201607451,18945,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,No penalty
201607451,19170,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201607457,5340,Substantiated (Command Lvl Instructions),,11/28/2017,No,,,,,,Instructions
201607488,59700,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,No penalty
201607488,60788,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,No penalty
201607556,44589,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 15 days,,Closed: Guilty after trial,05/17/2019,Forfeit vacation 15 days
201607556,63893,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Command Discipline - A
201607556,64686,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Resigned
201607580,53241,Substantiated (Command Discipline A),,07/28/2021,No,,,,,,Command Discipline - A
201607599,78666,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,No penalty
201607604,9806,Substantiated (Formalized Training),,02/28/2018,No,,,,,,Formalized Training
201607604,27568,Substantiated (Formalized Training),,02/28/2018,No,,,,,,Formalized Training
201607604,87219,Substantiated (Formalized Training),,02/28/2018,No,,,,,,Formalized Training
201607619,19021,Substantiated (Command Discipline B),,,No,,,,,,
201607728,13047,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,Command Discipline - A
201607750,72349,Substantiated (Command Discipline B),,06/28/2019,No,,,,,,Vacation: 15 days
201607782,9778,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Command Discipline - A
201607782,50608,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Instructions
201607782,50781,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Instructions
201607783,16511,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201607788,22231,Substantiated (Charges),,,Yes,Dismissal Probation 30 days,Dismissal Probation 30 days,,Closed: Guilty after trial,06/13/2019,Dismissal Probation 30 days
201607838,56380,Substantiated (Charges),,,Yes,,,,Pending,,APU - Decision Pending
201607855,42479,Substantiated (Command Lvl Instructions),,01/28/2018,No,,,,,,Formalized Training
201607870,66647,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Formalized Training
201607913,84708,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,No penalty
201607965,60023,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201607995,51859,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201607995,60105,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201607995,85825,Substantiated (Formalized Training),,03/28/2018,No,,,,,,No penalty
201608013,75507,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Command Discipline - A
201608013,86661,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Instructions
201608016,1878,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Command Discipline - A
201608016,12701,Substantiated (Charges),,,Yes,,,,"Closed: Retained, without discipline",05/29/2018,No penalty
201608018,60417,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201608020,52134,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201608020,56885,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201608051,46708,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",02/23/2018,Formalized Training
201608063,30501,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201608154,51251,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201608200,46453,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Command Discipline - A
201608263,22457,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201608391,18630,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201608411,42795,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Instructions
201608412,60656,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608444,38095,Substantiated (Formalized Training),,12/28/2017,No,,,,,,Formalized Training
201608465,17525,Substantiated (Formalized Training),,12/28/2017,No,,,,,,Formalized Training
201608467,20049,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201608480,24870,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Instructions
201608496,31251,Substantiated (Formalized Training),,03/28/2018,No,,,,,,No penalty
201608530,53055,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608576,6547,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",05/09/2018,Formalized Training
201608584,3198,Substantiated (Charges),,,Yes,,,,"Closed: Retained, without discipline",04/05/2018,No penalty
201608616,22777,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,No penalty
201608621,1086,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Command Discipline - A
201608641,32607,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201608693,1744,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,No penalty
201608697,8480,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608716,31382,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Formalized Training
201608744,59118,Substantiated (Charges),,,Yes,,,Forfeit vacation 30 days,Closed: Resolved by plea,06/13/2019,Forfeit vacation 30 days
201608744,60335,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Formalized Training
201608765,24627,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Formalized Training
201608778,42795,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608806,16200,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201608859,49212,Substantiated (Charges),,,Yes,Dismissal Probation 30 days,Dismissed,,Closed: Not guilty after trial,10/26/2018,
201608875,36624,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Formalized Training
201608992,6303,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608992,8602,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608992,31532,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608992,52076,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201609072,3766,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Instructions
201609123,29382,Substantiated (Command Discipline A),,07/28/2019,No,,,,,,Command Discipline - A
201609123,31464,Substantiated (Command Discipline B),,07/28/2019,No,,,,,,Command Discipline - A
201609147,66247,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Formalized Training
201609182,406,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Formalized Training
201609209,23785,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Formalized Training
201609337,86590,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Command Discipline - A
201609358,47101,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Command Discipline - A
201609365,60851,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Instructions
201609390,4509,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201609390,4551,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201609432,30859,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,No penalty
201609514,72349,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,Closed: Resolved by plea,05/22/2019,Forfeit vacation 5 days
201609557,53593,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Formalized Training
201609557,69666,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Formalized Training
201609591,39181,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Formalized Training
201609591,87279,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Formalized Training
201609694,15813,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201609694,32623,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201609709,12084,Substantiated (Command Lvl Instructions),,03/28/2018,No,,,,,,Formalized Training
201609709,12435,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201609758,28801,Substantiated (Command Lvl Instructions),,03/28/2018,No,,,,,,Instructions
201609781,19632,Substantiated (Command Discipline A),,03/28/2020,No,,,,,,Command Discipline - A
201609781,20016,Substantiated (Command Discipline A),,03/28/2020,No,,,,,,No penalty
201609784,60509,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201609849,11450,Substantiated (Formalized Training),,05/28/2018,No,,,,,,Formalized Training
201609900,15687,Substantiated (Command Discipline A),,08/28/2020,No,,,,,,Suspension: 30 days / Vacation: 15 days / Probation: 30 days
201609938,42552,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,No penalty
201609940,39174,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,Formalized Training
201609940,41260,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,Formalized Training
201609960,9758,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,Closed: Resolved by plea,08/17/2018,Forfeit vacation 7 days
201609960,54394,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",03/10/2018,Terminated
201609961,62023,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Instructions
201610022,1998,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Command Discipline - A
201610050,1045,Substantiated (Command Discipline A),,,No,,,,,,
201610050,83235,Substantiated (Command Discipline B),,,No,,,,,,
201610150,60759,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,No penalty
201610161,3608,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Command Discipline - A
201610231,4484,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Formalized Training
201610231,65976,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Formalized Training
201610234,18399,Substantiated (Command Discipline B),,09/28/2018,No,,,,,,Command Discipline - B
201610287,19499,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Formalized Training
